timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,baro_m
0,0.03187253040503021,-0.012720958858365848,1.091968094740035,-3.8559624719748475,-5.827937739201962,20.160697543055647,99.99552018283075
20,0.09928321542084736,-0.026407580466304894,1.0872014109954997,23.646322585268585,1.8622039378270772,-15.09318536877219,100.00844918033697
40,0.029757957303349042,-0.061601322737172594,1.1798534518758748,2.4026209828847964,0.5046359066876773,-10.536197619859417,100.01913423796748
60,0.07968670187510271,-0.07543019312256567,1.1363486261376112,18.352894768768067,11.946446091150356,-16.910876857770457,99.97864804729973
80,0.2580747449763744,-0.04097070585544861,1.1798071529382306,10.601209794345333,-17.145680247328304,-5.201673089563672,100.03324092218926
100,0.1722654226512431,0.06667520364846415,1.1433510876038868,-10.658256559912573,-8.908894649331248,0.012296397521027508,99.99697891231597
120,0.1637863389231498,0.013377022065059491,1.2222011915766093,-5.684502353739328,-3.793375426098912,15.760725345551384,100.01551688522156
140,0.15892758857131722,-0.04223346925992025,1.1535703312137395,-3.6117685888331534,5.072772613906157,-18.421798078715483,99.98877279468678
160,0.2822344376444369,0.05348465636183473,1.110547670530398,2.3106401280263196,8.365234176568457,1.482507242903693,99.99480259798425
180,0.25280071164812845,0.021032201084421647,1.0727962697496638,-7.057609096367278,12.612696219801599,17.432167936877775,99.99068704215401
200,0.0812621389711223,-0.05397534045454411,1.0270186626443358,1.8012060566274257,19.19436077150254,15.808820284425803,100.04644743019476
220,0.09878177294597631,-0.06285119568122277,1.0547104000412701,3.3866628486608725,4.199616597851308,11.922822262639238,100.02007031193159
240,0.08771348506610241,0.06359419766075147,0.961804925644369,7.412405010142292,-12.517204663366996,-2.1730442719635255,99.9734279216571
260,0.013714109160405046,-0.05658142157494577,0.9745578754230924,14.446385228758214,-16.781303769038885,-0.13517252368496546,100.02865645712049
280,-0.04286850616593084,0.049709221988774324,0.9636385128414208,-8.723965539785159,4.461257334539104,9.188623952363475,99.9745458911979
300,-0.08128553208788016,0.05224766941410898,0.8820745517175005,14.802299465524941,19.761317384145674,15.610187084791466,99.99592627881943
320,-0.05098607562047137,0.024549845957500236,0.8416528932454492,-6.159760298452946,0.9436898938654271,7.392140081327976,99.99746531160818
340,-0.07035540265832312,0.08764774846556928,0.9312520915469509,-4.9299674326814635,-5.152781501119832,-10.006070096429063,100.02003627220273
360,-0.21610023321706062,-0.04511986021879074,0.9334959135010971,8.979203773076136,-14.400907897687304,9.977372426527838,99.99297710539396
380,-0.23436440236483866,0.050562200820874995,0.8436751158736143,-6.592706090018478,27.578268486922703,-6.800697940261761,99.99202404597288
400,-0.21479271576094777,-0.02013888743392814,0.8767873986592032,2.8291805023720604,11.667997951668472,-16.962240212421758,100.03174232955004
420,-0.2595386365809375,0.09928889492250545,0.8808914621942329,-10.793835812986242,1.3407165614722618,-4.646169099745107,100.02314868349586
